STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
31,-85.155283,35.214009,4,0,3447.0,283.0,1253.0,50.0,1206.0,75.0,232.0,160.0,153.0,104.0,33705.0,8894.0,300.0,128.0,462.0,109.0,878.0,123.0,304.0,128.0,105.0,72.0,407.0,468.0,8.0,48.0,0.0,17.0,193.0,98.0,16.0,22.0,14.0,16.0,0.0,12.0,6.8,4.6,8.7,5.6,33705.0,8894.0,12.7,5.6,13.4,3.1,25.5,2.9,8.8,3.6,8.7,6.0,11.8,13.5,0.2,1.5,0.0,1.4,15.4,7.8,1.3,1.9,1.2,1.3,0.0,0.3,0.1646,0.7681,0.1951,0.4504,1.5782,0.3612,0.3223,0.7633,0.1231,0.559,1.7677,0.3272,0.4228,0.3749,0.7977,0.4113,0.0,0.7188,0.4673,0.1247,0.0,1.3108,0.1417,5.4544,0.2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,142.0,7.7,3.8,1631.0
32,-85.171591,35.200786,7,0,5332.0,348.0,2075.0,86.0,2037.0,96.0,283.0,127.0,123.0,63.0,27942.0,2556.0,389.0,117.0,939.0,154.0,1272.0,172.0,684.0,155.0,152.0,67.0,264.0,499.0,0.0,68.0,20.0,22.0,53.0,59.0,5.0,22.0,94.0,42.0,0.0,17.0,5.3,2.4,4.6,2.4,27942.0,2556.0,10.4,2.9,17.6,3.0,23.9,2.8,12.8,2.7,7.5,3.3,5.0,9.4,0.0,1.4,1.0,1.1,2.6,2.8,0.2,1.1,4.6,2.0,0.0,0.3,0.1165,0.3915,0.3498,0.3533,1.2111,0.2525,0.5786,0.6669,0.2975,0.4633,2.0063,0.4794,0.1625,0.0,0.1625,0.1065,0.3965,0.4289,0.2131,0.5268,0.0,1.5653,0.2142,4.9452,0.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,151.0,8.6,2.7,2431.0
33,-85.189604,35.189903,4,0,5332.0,348.0,2075.0,86.0,2037.0,96.0,283.0,127.0,123.0,63.0,27942.0,2556.0,389.0,117.0,939.0,154.0,1272.0,172.0,684.0,155.0,152.0,67.0,264.0,499.0,0.0,68.0,20.0,22.0,53.0,59.0,5.0,22.0,94.0,42.0,0.0,17.0,5.3,2.4,4.6,2.4,27942.0,2556.0,10.4,2.9,17.6,3.0,23.9,2.8,12.8,2.7,7.5,3.3,5.0,9.4,0.0,1.4,1.0,1.1,2.6,2.8,0.2,1.1,4.6,2.0,0.0,0.3,0.1165,0.3915,0.3498,0.3533,1.2111,0.2525,0.5786,0.6669,0.2975,0.4633,2.0063,0.4794,0.1625,0.0,0.1625,0.1065,0.3965,0.4289,0.2131,0.5268,0.0,1.5653,0.2142,4.9452,0.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,151.0,8.6,2.7,2431.0
34,-85.194966,35.193797,4,0,7214.0,432.0,2755.0,92.0,2691.0,105.0,309.0,157.0,360.0,189.0,36123.0,7742.0,313.0,156.0,1218.0,153.0,1559.0,188.0,825.0,201.0,135.0,86.0,744.0,706.0,68.0,88.0,26.0,32.0,70.0,64.0,28.0,38.0,16.0,25.0,0.0,17.0,4.3,2.2,9.4,4.6,36123.0,7742.0,6.1,3.0,16.9,2.3,21.6,2.3,11.4,2.7,5.0,3.2,10.3,9.8,1.0,1.3,0.9,1.2,2.5,2.3,1.0,1.4,0.6,0.9,0.0,0.2,0.0901,0.8005,0.1607,0.1848,1.2361,0.2593,0.53,0.4633,0.2272,0.2556,1.4761,0.1765,0.3783,0.6628,1.0411,0.5691,0.3864,0.4255,0.4073,0.0515,0.0,1.2707,0.1302,5.024,0.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,267.0,7.4,3.6,2587.0
36,-85.229381,35.231354,5,0,5326.0,454.0,2855.0,156.0,2442.0,217.0,676.0,269.0,42.0,39.0,26230.0,3578.0,431.0,152.0,1094.0,164.0,1097.0,265.0,1097.0,296.0,217.0,124.0,186.0,620.0,19.0,68.0,16.0,29.0,575.0,198.0,47.0,43.0,141.0,111.0,0.0,17.0,12.9,5.2,1.7,1.6,26230.0,3578.0,10.9,3.8,20.5,3.4,20.6,4.7,20.6,5.4,8.9,5.0,3.5,11.6,0.4,1.4,0.6,1.0,20.1,6.8,1.9,1.8,5.8,4.3,0.0,0.3,0.4072,0.0615,0.4186,0.381,1.2683,0.2668,0.766,0.3857,0.7654,0.5786,2.4957,0.812,0.1038,0.4774,0.5812,0.2994,0.3479,0.8089,0.5786,0.6203,0.0,2.3557,0.5247,6.7009,0.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,181.0,9.2,3.4,5012.0
37,-85.252937,35.186671,7,0,2224.0,171.0,950.0,48.0,886.0,63.0,158.0,67.0,105.0,73.0,31776.0,3736.0,215.0,65.0,374.0,62.0,536.0,83.0,408.0,106.0,40.0,36.0,69.0,234.0,19.0,54.0,0.0,17.0,45.0,30.0,6.0,14.0,50.0,36.0,0.0,12.0,7.2,3.1,9.5,6.0,31776.0,3736.0,13.6,4.0,16.8,2.7,24.1,3.2,18.3,4.6,4.5,4.1,3.1,10.6,0.9,2.6,0.0,1.8,4.7,3.1,0.7,1.6,5.6,4.0,0.0,0.5,0.1775,0.8059,0.2384,0.4875,1.7093,0.4005,0.5233,0.6811,0.6349,0.2144,2.0537,0.5118,0.0877,0.646,0.7337,0.3756,0.0,0.498,0.3304,0.6068,0.0,1.4352,0.1831,5.9319,0.2887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,55.0,5.1,2.4,1487.0
38,-85.246054,35.190201,4,0,2224.0,171.0,950.0,48.0,886.0,63.0,158.0,67.0,105.0,73.0,31776.0,3736.0,215.0,65.0,374.0,62.0,536.0,83.0,408.0,106.0,40.0,36.0,69.0,234.0,19.0,54.0,0.0,17.0,45.0,30.0,6.0,14.0,50.0,36.0,0.0,12.0,7.2,3.1,9.5,6.0,31776.0,3736.0,13.6,4.0,16.8,2.7,24.1,3.2,18.3,4.6,4.5,4.1,3.1,10.6,0.9,2.6,0.0,1.8,4.7,3.1,0.7,1.6,5.6,4.0,0.0,0.5,0.1775,0.8059,0.2384,0.4875,1.7093,0.4005,0.5233,0.6811,0.6349,0.2144,2.0537,0.5118,0.0877,0.646,0.7337,0.3756,0.0,0.498,0.3304,0.6068,0.0,1.4352,0.1831,5.9319,0.2887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,55.0,5.1,2.4,1487.0
39,-85.238696,35.179934,4,0,7029.0,492.0,3076.0,108.0,2926.0,138.0,335.0,139.0,44.0,40.0,34069.0,3401.0,340.0,140.0,1669.0,251.0,1421.0,251.0,1378.0,343.0,193.0,94.0,940.0,630.0,28.0,71.0,328.0,130.0,53.0,49.0,30.0,37.0,197.0,105.0,152.0,91.0,4.8,2.1,1.3,1.2,34069.0,3401.0,6.5,2.7,23.7,3.8,20.2,3.3,19.8,4.7,6.6,3.2,13.4,8.9,0.4,1.1,10.7,4.2,1.7,1.6,1.0,1.3,6.7,3.5,2.2,1.3,0.1037,0.0385,0.1891,0.1989,0.5302,0.0835,0.9171,0.3581,0.7275,0.3931,2.3958,0.7471,0.4579,0.4774,0.9353,0.4916,0.7674,0.3774,0.4073,0.6861,0.7862,3.0244,0.7912,6.8857,0.4538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264.0,123.0,3.8,1.7,8785.0
40,-85.195343,35.167095,4,0,7214.0,432.0,2755.0,92.0,2691.0,105.0,309.0,157.0,360.0,189.0,36123.0,7742.0,313.0,156.0,1218.0,153.0,1559.0,188.0,825.0,201.0,135.0,86.0,744.0,706.0,68.0,88.0,26.0,32.0,70.0,64.0,28.0,38.0,16.0,25.0,0.0,17.0,4.3,2.2,9.4,4.6,36123.0,7742.0,6.1,3.0,16.9,2.3,21.6,2.3,11.4,2.7,5.0,3.2,10.3,9.8,1.0,1.3,0.9,1.2,2.5,2.3,1.0,1.4,0.6,0.9,0.0,0.2,0.0901,0.8005,0.1607,0.1848,1.2361,0.2593,0.53,0.4633,0.2272,0.2556,1.4761,0.1765,0.3783,0.6628,1.0411,0.5691,0.3864,0.4255,0.4073,0.0515,0.0,1.2707,0.1302,5.024,0.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,267.0,7.4,3.6,2587.0
41,-85.180601,35.177938,4,0,7214.0,432.0,2755.0,92.0,2691.0,105.0,309.0,157.0,360.0,189.0,36123.0,7742.0,313.0,156.0,1218.0,153.0,1559.0,188.0,825.0,201.0,135.0,86.0,744.0,706.0,68.0,88.0,26.0,32.0,70.0,64.0,28.0,38.0,16.0,25.0,0.0,17.0,4.3,2.2,9.4,4.6,36123.0,7742.0,6.1,3.0,16.9,2.3,21.6,2.3,11.4,2.7,5.0,3.2,10.3,9.8,1.0,1.3,0.9,1.2,2.5,2.3,1.0,1.4,0.6,0.9,0.0,0.2,0.0901,0.8005,0.1607,0.1848,1.2361,0.2593,0.53,0.4633,0.2272,0.2556,1.4761,0.1765,0.3783,0.6628,1.0411,0.5691,0.3864,0.4255,0.4073,0.0515,0.0,1.2707,0.1302,5.024,0.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,267.0,7.4,3.6,2587.0
42,-85.170545,35.179554,3,0,5332.0,348.0,2075.0,86.0,2037.0,96.0,283.0,127.0,123.0,63.0,27942.0,2556.0,389.0,117.0,939.0,154.0,1272.0,172.0,684.0,155.0,152.0,67.0,264.0,499.0,0.0,68.0,20.0,22.0,53.0,59.0,5.0,22.0,94.0,42.0,0.0,17.0,5.3,2.4,4.6,2.4,27942.0,2556.0,10.4,2.9,17.6,3.0,23.9,2.8,12.8,2.7,7.5,3.3,5.0,9.4,0.0,1.4,1.0,1.1,2.6,2.8,0.2,1.1,4.6,2.0,0.0,0.3,0.1165,0.3915,0.3498,0.3533,1.2111,0.2525,0.5786,0.6669,0.2975,0.4633,2.0063,0.4794,0.1625,0.0,0.1625,0.1065,0.3965,0.4289,0.2131,0.5268,0.0,1.5653,0.2142,4.9452,0.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,151.0,8.6,2.7,2431.0
43,-85.112814,35.129659,4,0,7699.0,748.0,3256.0,82.0,3024.0,142.0,327.0,202.0,219.0,107.0,32570.0,4747.0,415.0,207.0,1438.0,200.0,1309.0,468.0,1324.0,256.0,147.0,94.0,1863.0,938.0,0.0,68.0,164.0,108.0,60.0,44.0,46.0,46.0,25.0,28.0,5.0,12.0,4.2,2.6,5.1,2.4,32570.0,4747.0,7.1,3.4,18.7,3.4,17.0,5.9,17.2,3.0,4.9,3.1,24.2,12.0,0.0,0.9,5.0,3.3,1.8,1.4,1.5,1.5,0.8,0.9,0.1,0.2,0.0867,0.4456,0.2228,0.2165,0.9716,0.1833,0.6467,0.1416,0.5605,0.2475,1.5963,0.2279,0.6359,0.0,0.6359,0.327,0.6244,0.3821,0.5057,0.078,0.5111,2.1013,0.4264,5.3051,0.2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,226.0,5.6,2.8,4142.0
44,-85.206725,35.146483,4,0,6486.0,521.0,3113.0,95.0,2772.0,182.0,261.0,134.0,203.0,123.0,45360.0,6683.0,166.0,81.0,1745.0,264.0,1354.0,270.0,872.0,239.0,77.0,58.0,633.0,685.0,7.0,67.0,466.0,146.0,88.0,79.0,0.0,24.0,180.0,100.0,48.0,48.0,4.0,2.0,6.9,4.0,45360.0,6683.0,3.4,1.6,26.9,4.2,20.9,3.8,13.6,3.2,2.8,2.1,9.8,10.5,0.1,1.1,15.0,4.7,2.8,2.5,0.0,0.9,6.5,3.5,0.7,0.7,0.0799,0.6376,0.079,0.0904,0.8869,0.165,0.9757,0.4026,0.3516,0.0843,1.8142,0.3509,0.3621,0.3425,0.7046,0.3601,0.8341,0.437,0.0,0.6759,0.6669,2.6139,0.6427,6.0196,0.3037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,150.0,3.8,2.2,6811.0
45,-85.242751,35.132955,3,0,7029.0,492.0,3076.0,108.0,2926.0,138.0,335.0,139.0,44.0,40.0,34069.0,3401.0,340.0,140.0,1669.0,251.0,1421.0,251.0,1378.0,343.0,193.0,94.0,940.0,630.0,28.0,71.0,328.0,130.0,53.0,49.0,30.0,37.0,197.0,105.0,152.0,91.0,4.8,2.1,1.3,1.2,34069.0,3401.0,6.5,2.7,23.7,3.8,20.2,3.3,19.8,4.7,6.6,3.2,13.4,8.9,0.4,1.1,10.7,4.2,1.7,1.6,1.0,1.3,6.7,3.5,2.2,1.3,0.1037,0.0385,0.1891,0.1989,0.5302,0.0835,0.9171,0.3581,0.7275,0.3931,2.3958,0.7471,0.4579,0.4774,0.9353,0.4916,0.7674,0.3774,0.4073,0.6861,0.7862,3.0244,0.7912,6.8857,0.4538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264.0,123.0,3.8,1.7,8785.0
46,-85.242642,35.128246,3,0,6486.0,521.0,3113.0,95.0,2772.0,182.0,261.0,134.0,203.0,123.0,45360.0,6683.0,166.0,81.0,1745.0,264.0,1354.0,270.0,872.0,239.0,77.0,58.0,633.0,685.0,7.0,67.0,466.0,146.0,88.0,79.0,0.0,24.0,180.0,100.0,48.0,48.0,4.0,2.0,6.9,4.0,45360.0,6683.0,3.4,1.6,26.9,4.2,20.9,3.8,13.6,3.2,2.8,2.1,9.8,10.5,0.1,1.1,15.0,4.7,2.8,2.5,0.0,0.9,6.5,3.5,0.7,0.7,0.0799,0.6376,0.079,0.0904,0.8869,0.165,0.9757,0.4026,0.3516,0.0843,1.8142,0.3509,0.3621,0.3425,0.7046,0.3601,0.8341,0.437,0.0,0.6759,0.6669,2.6139,0.6427,6.0196,0.3037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,150.0,3.8,2.2,6811.0
47,-85.246787,35.127712,3,0,4516.0,570.0,2286.0,111.0,2051.0,175.0,992.0,462.0,119.0,93.0,29890.0,5609.0,263.0,135.0,909.0,145.0,845.0,267.0,832.0,247.0,206.0,136.0,1096.0,769.0,0.0,48.0,223.0,117.0,21.0,28.0,24.0,41.0,76.0,81.0,66.0,54.0,22.0,9.1,5.3,4.0,29890.0,5609.0,8.2,4.1,20.1,3.7,18.7,5.4,18.5,5.0,10.0,6.6,24.3,16.8,0.0,1.1,9.8,5.1,0.9,1.2,1.2,2.0,3.7,3.9,1.5,1.2,0.7168,0.4618,0.2917,0.2637,1.734,0.4087,0.7424,0.2387,0.6471,0.648,2.2762,0.6734,0.6365,0.0,0.6365,0.3277,0.7512,0.3076,0.4511,0.4332,0.7438,2.6869,0.6739,7.3336,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,171.0,5.2,3.8,5712.0
48,-85.246044,35.134053,3,0,4516.0,570.0,2286.0,111.0,2051.0,175.0,992.0,462.0,119.0,93.0,29890.0,5609.0,263.0,135.0,909.0,145.0,845.0,267.0,832.0,247.0,206.0,136.0,1096.0,769.0,0.0,48.0,223.0,117.0,21.0,28.0,24.0,41.0,76.0,81.0,66.0,54.0,22.0,9.1,5.3,4.0,29890.0,5609.0,8.2,4.1,20.1,3.7,18.7,5.4,18.5,5.0,10.0,6.6,24.3,16.8,0.0,1.1,9.8,5.1,0.9,1.2,1.2,2.0,3.7,3.9,1.5,1.2,0.7168,0.4618,0.2917,0.2637,1.734,0.4087,0.7424,0.2387,0.6471,0.648,2.2762,0.6734,0.6365,0.0,0.6365,0.3277,0.7512,0.3076,0.4511,0.4332,0.7438,2.6869,0.6739,7.3336,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,171.0,5.2,3.8,5712.0
49,-85.274063,35.116114,4,0,6390.0,604.0,2984.0,68.0,2698.0,177.0,517.0,217.0,257.0,157.0,30787.0,4347.0,342.0,155.0,1082.0,128.0,1232.0,285.0,817.0,227.0,279.0,131.0,1288.0,742.0,0.0,68.0,169.0,115.0,65.0,83.0,33.0,36.0,201.0,110.0,49.0,24.0,8.1,3.5,7.2,4.2,30787.0,4347.0,7.2,3.2,16.9,2.2,19.3,4.1,12.8,3.5,10.3,4.8,20.2,11.5,0.0,1.1,5.7,3.9,2.2,2.8,1.2,1.4,7.4,4.0,0.8,0.4,0.206,0.6714,0.26,0.2198,1.3572,0.2974,0.53,0.2738,0.2975,0.6682,1.7695,0.3306,0.5907,0.0,0.5907,0.3034,0.6487,0.4112,0.4511,0.7173,0.6844,2.9127,0.7525,6.6301,0.4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,190.0,5.4,3.0,3869.0
50,-85.297432,35.127781,7,0,5977.0,715.0,3356.0,95.0,2749.0,226.0,627.0,271.0,52.0,44.0,34488.0,4765.0,360.0,118.0,1718.0,249.0,844.0,384.0,1062.0,262.0,122.0,83.0,1202.0,949.0,76.0,95.0,1118.0,242.0,0.0,17.0,26.0,31.0,263.0,107.0,498.0,162.0,11.3,4.7,1.7,1.5,34488.0,4765.0,8.0,2.5,28.7,4.5,14.1,6.2,19.1,4.3,4.4,3.0,20.1,15.7,1.3,1.7,33.3,7.2,0.0,1.0,0.9,1.1,9.6,3.8,8.3,2.5,0.3462,0.0615,0.183,0.2569,0.8476,0.1555,0.9865,0.0627,0.691,0.205,1.9452,0.4341,0.5893,0.7134,1.3027,0.6952,0.9494,0.0,0.3844,0.7953,0.9339,3.063,0.8061,7.1585,0.4932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,331.0,152.0,5.9,2.4,4066.0
51,-85.308762,35.125967,4,0,5977.0,715.0,3356.0,95.0,2749.0,226.0,627.0,271.0,52.0,44.0,34488.0,4765.0,360.0,118.0,1718.0,249.0,844.0,384.0,1062.0,262.0,122.0,83.0,1202.0,949.0,76.0,95.0,1118.0,242.0,0.0,17.0,26.0,31.0,263.0,107.0,498.0,162.0,11.3,4.7,1.7,1.5,34488.0,4765.0,8.0,2.5,28.7,4.5,14.1,6.2,19.1,4.3,4.4,3.0,20.1,15.7,1.3,1.7,33.3,7.2,0.0,1.0,0.9,1.1,9.6,3.8,8.3,2.5,0.3462,0.0615,0.183,0.2569,0.8476,0.1555,0.9865,0.0627,0.691,0.205,1.9452,0.4341,0.5893,0.7134,1.3027,0.6952,0.9494,0.0,0.3844,0.7953,0.9339,3.063,0.8061,7.1585,0.4932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,331.0,152.0,5.9,2.4,4066.0
52,-85.308323,35.132208,6,0,5977.0,715.0,3356.0,95.0,2749.0,226.0,627.0,271.0,52.0,44.0,34488.0,4765.0,360.0,118.0,1718.0,249.0,844.0,384.0,1062.0,262.0,122.0,83.0,1202.0,949.0,76.0,95.0,1118.0,242.0,0.0,17.0,26.0,31.0,263.0,107.0,498.0,162.0,11.3,4.7,1.7,1.5,34488.0,4765.0,8.0,2.5,28.7,4.5,14.1,6.2,19.1,4.3,4.4,3.0,20.1,15.7,1.3,1.7,33.3,7.2,0.0,1.0,0.9,1.1,9.6,3.8,8.3,2.5,0.3462,0.0615,0.183,0.2569,0.8476,0.1555,0.9865,0.0627,0.691,0.205,1.9452,0.4341,0.5893,0.7134,1.3027,0.6952,0.9494,0.0,0.3844,0.7953,0.9339,3.063,0.8061,7.1585,0.4932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,331.0,152.0,5.9,2.4,4066.0
53,-85.315179,35.142256,4,0,974.0,165.0,434.0,49.0,400.0,53.0,189.0,118.0,36.0,43.0,32907.0,6429.0,86.0,46.0,197.0,14.0,198.0,99.0,139.0,50.0,21.0,36.0,130.0,220.0,0.0,48.0,22.0,34.0,38.0,33.0,11.0,20.0,21.0,19.0,0.0,12.0,19.6,11.4,7.0,8.1,32907.0,6429.0,11.8,6.4,20.2,3.4,20.3,9.6,14.3,5.0,5.3,9.0,13.3,22.5,0.0,5.2,5.1,7.9,8.8,7.9,2.8,5.2,5.3,4.9,0.0,1.2,0.6436,0.6464,0.2167,0.4187,1.9254,0.4779,0.7458,0.3635,0.3881,0.2765,1.7739,0.3327,0.4558,0.0,0.4558,0.236,0.6298,0.6009,0.7188,0.5844,0.0,2.5339,0.6095,6.689,0.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,109.0,16.2,10.6,1059.0
54,-85.3289,35.139325,4,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
55,-85.314409,35.164727,7,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
56,-85.321639,35.167268,4,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
