STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
314,-85.250015,35.114364,2,0,4516.0,570.0,2286.0,111.0,2051.0,175.0,992.0,462.0,119.0,93.0,29890.0,5609.0,263.0,135.0,909.0,145.0,845.0,267.0,832.0,247.0,206.0,136.0,1096.0,769.0,0.0,48.0,223.0,117.0,21.0,28.0,24.0,41.0,76.0,81.0,66.0,54.0,22.0,9.1,5.3,4.0,29890.0,5609.0,8.2,4.1,20.1,3.7,18.7,5.4,18.5,5.0,10.0,6.6,24.3,16.8,0.0,1.1,9.8,5.1,0.9,1.2,1.2,2.0,3.7,3.9,1.5,1.2,0.7168,0.4618,0.2917,0.2637,1.734,0.4087,0.7424,0.2387,0.6471,0.648,2.2762,0.6734,0.6365,0.0,0.6365,0.3277,0.7512,0.3076,0.4511,0.4332,0.7438,2.6869,0.6739,7.3336,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,171.0,5.2,3.8,5712.0
316,-85.186572,35.247187,4,0,5326.0,454.0,2855.0,156.0,2442.0,217.0,676.0,269.0,42.0,39.0,26230.0,3578.0,431.0,152.0,1094.0,164.0,1097.0,265.0,1097.0,296.0,217.0,124.0,186.0,620.0,19.0,68.0,16.0,29.0,575.0,198.0,47.0,43.0,141.0,111.0,0.0,17.0,12.9,5.2,1.7,1.6,26230.0,3578.0,10.9,3.8,20.5,3.4,20.6,4.7,20.6,5.4,8.9,5.0,3.5,11.6,0.4,1.4,0.6,1.0,20.1,6.8,1.9,1.8,5.8,4.3,0.0,0.3,0.4072,0.0615,0.4186,0.381,1.2683,0.2668,0.766,0.3857,0.7654,0.5786,2.4957,0.812,0.1038,0.4774,0.5812,0.2994,0.3479,0.8089,0.5786,0.6203,0.0,2.3557,0.5247,6.7009,0.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,181.0,9.2,3.4,5012.0
317,-85.021659,35.187645,6,0,4164.0,396.0,1543.0,29.0,1388.0,87.0,176.0,135.0,97.0,56.0,29560.0,5782.0,243.0,107.0,734.0,106.0,1074.0,239.0,505.0,200.0,77.0,62.0,120.0,559.0,0.0,48.0,0.0,17.0,107.0,80.0,23.0,25.0,0.0,12.0,69.0,22.0,4.3,3.2,4.6,2.6,29560.0,5782.0,8.6,3.7,17.6,3.0,25.8,5.2,12.3,4.7,5.5,4.5,2.9,13.4,0.0,1.2,0.0,1.1,6.9,5.2,1.7,1.9,0.0,2.5,1.7,0.5,0.0901,0.3915,0.3005,0.2771,1.0592,0.2037,0.5786,0.7782,0.2677,0.298,1.9225,0.4158,0.0789,0.0,0.0789,0.0587,0.0,0.5617,0.5448,0.0,0.7586,1.8651,0.3119,4.9257,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,71.0,2.5,1.7,1245.0
318,-85.242978,35.119025,2,0,4516.0,570.0,2286.0,111.0,2051.0,175.0,992.0,462.0,119.0,93.0,29890.0,5609.0,263.0,135.0,909.0,145.0,845.0,267.0,832.0,247.0,206.0,136.0,1096.0,769.0,0.0,48.0,223.0,117.0,21.0,28.0,24.0,41.0,76.0,81.0,66.0,54.0,22.0,9.1,5.3,4.0,29890.0,5609.0,8.2,4.1,20.1,3.7,18.7,5.4,18.5,5.0,10.0,6.6,24.3,16.8,0.0,1.1,9.8,5.1,0.9,1.2,1.2,2.0,3.7,3.9,1.5,1.2,0.7168,0.4618,0.2917,0.2637,1.734,0.4087,0.7424,0.2387,0.6471,0.648,2.2762,0.6734,0.6365,0.0,0.6365,0.3277,0.7512,0.3076,0.4511,0.4332,0.7438,2.6869,0.6739,7.3336,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,171.0,5.2,3.8,5712.0
319,-85.257823,35.052191,4,0,2257.0,345.0,1103.0,133.0,1000.0,132.0,588.0,245.0,175.0,131.0,13738.0,2310.0,722.0,231.0,465.0,189.0,222.0,111.0,635.0,182.0,44.0,36.0,2094.0,358.0,11.0,49.0,71.0,77.0,29.0,47.0,0.0,17.0,300.0,111.0,28.0,18.0,26.1,11.5,18.4,13.0,13738.0,2310.0,39.1,11.4,20.6,7.7,9.8,4.7,28.1,7.1,4.4,3.6,92.8,7.1,0.5,2.3,6.4,7.0,2.6,4.2,0.0,1.7,30.0,10.4,1.2,0.8,0.8076,0.9696,0.9548,0.998,3.73,0.9728,0.7687,0.0276,0.9723,0.205,1.9736,0.4544,0.9447,0.5185,1.4632,0.7896,0.6784,0.4289,0.0,0.9736,0.7188,2.7997,0.7125,9.9665,0.8927,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,422.0,228.0,18.7,9.8,2601.0
320,-85.335237,35.134438,5,0,6120.0,309.0,2525.0,191.0,2367.0,164.0,127.0,84.0,127.0,71.0,47610.0,4518.0,58.0,39.0,1736.0,188.0,1462.0,195.0,618.0,163.0,88.0,65.0,113.0,448.0,15.0,70.0,218.0,101.0,0.0,17.0,0.0,24.0,113.0,84.0,199.0,99.0,2.1,1.4,4.8,2.7,47610.0,4518.0,1.3,0.9,28.4,3.1,23.9,2.9,10.3,2.7,3.7,2.7,1.8,7.3,0.3,1.2,8.6,4.0,0.0,1.4,0.0,1.0,4.8,3.5,3.3,1.6,0.0224,0.4111,0.0702,0.0297,0.5334,0.0842,0.9845,0.6669,0.1785,0.1463,1.9762,0.4564,0.031,0.4255,0.4565,0.2374,0.7316,0.0,0.0,0.541,0.8463,2.1189,0.4359,5.085,0.1712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,88.0,2.1,1.5,3326.0
321,-85.354797,35.115523,4,0,974.0,165.0,434.0,49.0,400.0,53.0,189.0,118.0,36.0,43.0,32907.0,6429.0,86.0,46.0,197.0,14.0,198.0,99.0,139.0,50.0,21.0,36.0,130.0,220.0,0.0,48.0,22.0,34.0,38.0,33.0,11.0,20.0,21.0,19.0,0.0,12.0,19.6,11.4,7.0,8.1,32907.0,6429.0,11.8,6.4,20.2,3.4,20.3,9.6,14.3,5.0,5.3,9.0,13.3,22.5,0.0,5.2,5.1,7.9,8.8,7.9,2.8,5.2,5.3,4.9,0.0,1.2,0.6436,0.6464,0.2167,0.4187,1.9254,0.4779,0.7458,0.3635,0.3881,0.2765,1.7739,0.3327,0.4558,0.0,0.4558,0.236,0.6298,0.6009,0.7188,0.5844,0.0,2.5339,0.6095,6.689,0.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,109.0,16.2,10.6,1059.0
323,-85.290244,35.129239,5,0,2989.0,244.0,1444.0,99.0,1335.0,94.0,414.0,201.0,87.0,73.0,26943.0,3995.0,96.0,68.0,559.0,87.0,525.0,157.0,414.0,118.0,77.0,59.0,382.0,345.0,13.0,52.0,116.0,72.0,23.0,25.0,26.0,34.0,71.0,63.0,0.0,12.0,13.9,6.5,5.6,4.5,26943.0,3995.0,4.5,3.0,18.7,3.1,17.6,5.1,13.9,4.3,5.8,4.4,12.8,11.5,0.5,1.9,8.0,5.0,1.6,1.7,1.9,2.6,5.3,4.6,0.0,0.4,0.4485,0.5037,0.3896,0.1288,1.4706,0.3313,0.6467,0.1719,0.3698,0.323,1.5114,0.1913,0.4457,0.5185,0.9642,0.5111,0.7181,0.3726,0.5786,0.5844,0.0,2.2537,0.4875,6.1999,0.3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,158.0,8.9,5.0,1168.0
324,-85.137674,35.058323,3,0,5894.0,663.0,3084.0,113.0,2831.0,178.0,897.0,382.0,33.0,46.0,28769.0,4595.0,525.0,196.0,1466.0,237.0,874.0,412.0,1084.0,377.0,227.0,129.0,2646.0,881.0,78.0,101.0,724.0,213.0,102.0,103.0,34.0,34.0,189.0,111.0,112.0,78.0,15.3,6.2,1.1,1.6,28769.0,4595.0,11.1,4.1,24.9,4.1,14.8,6.8,18.5,5.8,8.0,4.5,44.9,14.1,1.4,1.9,23.5,6.9,3.3,3.3,1.2,1.2,6.7,3.9,1.9,1.3,0.4858,0.0243,0.3228,0.3877,1.2206,0.2573,0.9474,0.0769,0.6471,0.5064,2.1778,0.6119,0.7856,0.7276,1.5132,0.8173,0.9056,0.4539,0.4511,0.6861,0.7687,3.2654,0.8658,8.177,0.6651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,431.0,233.0,7.4,3.7,13348.0
325,-85.268312,35.056784,7,0,2257.0,345.0,1103.0,133.0,1000.0,132.0,588.0,245.0,175.0,131.0,13738.0,2310.0,722.0,231.0,465.0,189.0,222.0,111.0,635.0,182.0,44.0,36.0,2094.0,358.0,11.0,49.0,71.0,77.0,29.0,47.0,0.0,17.0,300.0,111.0,28.0,18.0,26.1,11.5,18.4,13.0,13738.0,2310.0,39.1,11.4,20.6,7.7,9.8,4.7,28.1,7.1,4.4,3.6,92.8,7.1,0.5,2.3,6.4,7.0,2.6,4.2,0.0,1.7,30.0,10.4,1.2,0.8,0.8076,0.9696,0.9548,0.998,3.73,0.9728,0.7687,0.0276,0.9723,0.205,1.9736,0.4544,0.9447,0.5185,1.4632,0.7896,0.6784,0.4289,0.0,0.9736,0.7188,2.7997,0.7125,9.9665,0.8927,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,422.0,228.0,18.7,9.8,2601.0
326,-85.273909,35.057587,3,0,3760.0,566.0,1614.0,74.0,1370.0,120.0,1171.0,492.0,392.0,229.0,12976.0,2078.0,700.0,217.0,584.0,128.0,816.0,262.0,894.0,265.0,281.0,106.0,3509.0,577.0,0.0,48.0,48.0,54.0,7.0,12.0,0.0,17.0,373.0,126.0,86.0,81.0,31.9,11.2,23.4,11.1,12976.0,2078.0,26.5,6.7,15.5,3.8,21.7,6.2,24.2,6.4,20.5,7.6,93.3,6.2,0.0,1.4,3.0,3.4,0.4,0.8,0.0,1.2,27.2,8.9,2.3,2.1,0.8814,0.9932,0.9615,0.94,3.7761,0.9769,0.4262,0.4713,0.8999,0.9393,2.7367,0.9094,0.9481,0.0,0.9481,0.499,0.5482,0.2331,0.0,0.9688,0.7923,2.5424,0.6142,10.0033,0.8947,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,403.0,198.0,10.9,4.6,13530.0
328,-85.302962,35.052181,5,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
329,-85.306461,35.049041,4,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
330,-85.348836,34.992126,5,0,1992.0,109.0,818.0,26.0,749.0,41.0,56.0,27.0,17.0,12.0,79645.0,7968.0,11.0,9.0,449.0,45.0,534.0,57.0,148.0,38.0,28.0,16.0,83.0,152.0,3.0,46.0,3.0,12.0,0.0,12.0,0.0,17.0,5.0,6.0,7.0,8.0,2.8,1.4,1.8,1.2,79645.0,7968.0,0.8,0.6,22.5,2.3,26.8,2.5,7.4,1.8,3.7,2.2,4.2,7.7,0.2,2.5,0.4,1.5,0.0,4.2,0.0,2.3,0.7,0.8,0.4,0.4,0.04,0.0696,0.0088,0.0162,0.1346,0.0068,0.8753,0.8227,0.0784,0.1463,1.9227,0.4165,0.1362,0.3749,0.5111,0.2603,0.3088,0.0,0.0,0.0658,0.6123,0.9869,0.0746,3.5553,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,1.0,0.7,1341.0
331,-85.287019,35.003924,5,0,5575.0,668.0,1775.0,103.0,1661.0,124.0,2565.0,761.0,221.0,85.0,11809.0,1490.0,1266.0,349.0,446.0,159.0,1861.0,432.0,894.0,220.0,254.0,93.0,3228.0,823.0,588.0,227.0,0.0,24.0,13.0,22.0,230.0,100.0,123.0,77.0,0.0,17.0,46.0,10.8,11.2,4.0,11809.0,1490.0,39.6,8.8,8.0,3.0,33.4,6.6,16.0,4.1,15.3,5.5,57.9,13.0,11.8,4.3,0.0,1.4,0.7,1.2,13.8,5.9,7.4,4.6,0.0,0.3,0.9661,0.8668,0.9716,0.9987,3.8032,0.9823,0.0991,0.9683,0.4963,0.8537,2.4174,0.7627,0.8334,0.9831,1.8165,0.9589,0.0,0.2879,0.9973,0.7173,0.0,2.0025,0.3756,10.0396,0.8995,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1404.0,346.0,25.2,5.0,3994.0
332,-85.252759,35.012556,4,0,4761.0,512.0,2106.0,109.0,1851.0,151.0,664.0,380.0,98.0,72.0,24619.0,3668.0,482.0,179.0,883.0,138.0,1249.0,368.0,635.0,191.0,147.0,102.0,1367.0,631.0,129.0,114.0,280.0,118.0,9.0,16.0,62.0,70.0,60.0,53.0,26.0,30.0,14.1,7.7,4.2,3.1,24619.0,3668.0,15.2,5.3,18.5,3.7,26.2,7.2,13.4,4.3,7.9,5.5,28.7,12.9,3.0,2.7,13.3,5.6,0.4,0.8,3.3,3.8,3.2,2.9,0.5,0.6,0.4553,0.3509,0.5179,0.561,1.8851,0.463,0.6318,0.793,0.336,0.497,2.2578,0.6673,0.6804,0.857,1.5374,0.8274,0.8078,0.2331,0.7815,0.3736,0.6365,2.8325,0.7254,8.5128,0.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,299.0,12.8,6.0,2543.0
333,-85.257745,35.033987,4,0,3231.0,457.0,1651.0,59.0,1345.0,114.0,1011.0,347.0,202.0,114.0,17764.0,2698.0,390.0,145.0,742.0,140.0,754.0,224.0,532.0,122.0,253.0,97.0,2785.0,473.0,0.0,48.0,286.0,89.0,0.0,12.0,14.0,17.0,346.0,106.0,294.0,74.0,33.9,10.5,14.7,7.5,17764.0,2698.0,18.7,6.4,23.0,5.1,23.3,6.1,17.8,4.1,18.8,7.0,86.2,8.1,0.0,1.7,17.3,5.4,0.0,2.1,1.0,1.3,25.7,7.6,9.1,1.9,0.8977,0.9425,0.865,0.7363,3.4415,0.9206,0.8921,0.6251,0.6004,0.9171,3.0347,0.9817,0.9211,0.0,0.9211,0.4801,0.8584,0.0,0.4073,0.9647,0.938,3.1684,0.8353,10.5657,0.9457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,355.0,156.0,11.9,4.9,7780.0
334,-85.181149,35.018342,4,0,3935.0,476.0,2408.0,102.0,1965.0,214.0,950.0,396.0,58.0,48.0,25757.0,4152.0,221.0,114.0,353.0,83.0,801.0,272.0,579.0,152.0,255.0,157.0,1603.0,614.0,188.0,130.0,684.0,222.0,100.0,59.0,0.0,17.0,85.0,72.0,23.0,11.0,24.2,8.8,2.7,2.2,25757.0,4152.0,7.8,4.1,9.0,2.4,20.4,6.5,14.7,4.3,13.0,7.9,40.7,14.8,4.9,3.4,28.4,9.2,4.2,2.5,0.0,0.9,4.3,3.6,0.6,0.3,0.773,0.1623,0.4483,0.2454,1.629,0.3747,0.1254,0.3722,0.4084,0.7916,1.6976,0.2874,0.7667,0.9231,1.6898,0.9029,0.9299,0.4783,0.0,0.4936,0.6473,2.5491,0.6197,7.5655,0.5652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,434.0,222.0,11.0,5.3,7364.0
335,-85.248841,35.049025,4,0,3090.0,533.0,1488.0,71.0,1264.0,121.0,321.0,202.0,99.0,59.0,30559.0,8957.0,392.0,136.0,616.0,81.0,445.0,271.0,477.0,146.0,55.0,53.0,2616.0,552.0,0.0,48.0,28.0,45.0,0.0,12.0,0.0,17.0,79.0,54.0,52.0,38.0,10.4,6.2,6.2,3.8,30559.0,8957.0,15.9,5.3,19.9,4.2,14.4,8.4,15.4,5.2,4.4,4.2,84.7,10.3,0.0,1.6,1.9,3.1,0.0,2.3,0.0,1.3,6.3,4.3,1.7,1.2,0.3069,0.5727,0.2681,0.6015,1.7492,0.4141,0.7289,0.0674,0.4557,0.205,1.457,0.1677,0.9171,0.0,0.9171,0.4781,0.4801,0.0,0.0,0.659,0.7586,1.8977,0.3268,6.021,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,453.0,191.0,14.7,6.1,1218.0
336,-85.162003,35.266182,2,0,4062.0,348.0,1655.0,99.0,1655.0,99.0,552.0,197.0,103.0,75.0,27476.0,3247.0,404.0,136.0,803.0,210.0,787.0,199.0,821.0,191.0,98.0,70.0,188.0,490.0,31.0,60.0,100.0,63.0,298.0,97.0,33.0,41.0,36.0,28.0,136.0,117.0,14.1,5.1,5.3,4.0,27476.0,3247.0,13.6,4.3,19.8,5.0,19.4,4.6,21.0,5.0,5.9,4.2,4.6,12.1,0.8,1.6,6.0,3.8,18.0,5.5,2.0,2.5,2.2,1.7,3.3,2.9,0.4553,0.4618,0.3673,0.4875,1.7719,0.4229,0.7229,0.2839,0.7776,0.3385,2.1229,0.5605,0.1504,0.6278,0.7782,0.4012,0.6581,0.7656,0.5974,0.2556,0.8463,3.123,0.8271,7.796,0.6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,160.0,9.5,4.0,3711.0
337,-85.100805,35.140542,6,0,8397.0,514.0,3075.0,147.0,2908.0,153.0,246.0,171.0,120.0,111.0,32841.0,4345.0,198.0,122.0,986.0,89.0,2275.0,288.0,829.0,227.0,110.0,77.0,1566.0,676.0,21.0,73.0,0.0,24.0,137.0,104.0,3.0,18.0,27.0,29.0,0.0,17.0,2.9,2.0,2.8,2.6,32841.0,4345.0,3.7,2.2,11.7,1.2,27.1,3.0,10.0,2.7,3.8,2.7,18.6,8.0,0.3,0.9,0.0,0.8,4.5,3.4,0.1,0.6,0.9,1.0,0.0,0.2,0.0447,0.1799,0.2181,0.0991,0.5418,0.0869,0.2401,0.8382,0.1677,0.151,1.397,0.1467,0.5624,0.4255,0.9879,0.5367,0.0,0.4925,0.205,0.0929,0.0,0.7904,0.0522,3.7171,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,113.0,1.6,1.4,4377.0
338,-85.267348,35.075477,3,0,4999.0,508.0,2171.0,85.0,1868.0,123.0,1367.0,416.0,280.0,143.0,18722.0,2188.0,597.0,198.0,708.0,108.0,1211.0,379.0,977.0,221.0,286.0,104.0,3321.0,581.0,6.0,47.0,61.0,43.0,119.0,55.0,38.0,43.0,273.0,93.0,5.0,5.0,27.3,6.8,12.6,6.0,18722.0,2188.0,17.0,4.9,14.2,2.3,24.2,7.2,19.5,4.6,15.3,5.5,66.4,9.5,0.1,1.0,2.8,2.0,5.5,2.5,2.0,2.3,14.6,4.9,0.1,0.1,0.8266,0.9026,0.8352,0.6575,3.2219,0.8744,0.3621,0.6864,0.7093,0.8537,2.6115,0.8607,0.8766,0.3425,1.2191,0.6581,0.5408,0.5298,0.5974,0.8922,0.5111,3.0713,0.8095,10.1238,0.9096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,181.0,9.7,3.4,10486.0
339,-85.301922,35.052249,4,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
340,-85.285944,35.033351,4,0,1884.0,294.0,822.0,42.0,690.0,67.0,301.0,141.0,29.0,24.0,20641.0,2886.0,185.0,87.0,163.0,43.0,368.0,163.0,386.0,110.0,51.0,38.0,1070.0,339.0,145.0,98.0,21.0,25.0,0.0,12.0,4.0,13.0,28.0,16.0,180.0,98.0,17.5,7.3,3.1,2.5,20641.0,2886.0,14.8,6.3,8.7,2.2,19.5,8.1,20.5,5.3,7.4,5.5,56.8,15.7,8.4,5.6,2.6,3.1,0.0,4.2,0.6,1.9,4.1,2.4,9.6,5.0,0.5684,0.2197,0.7515,0.5442,2.0838,0.5221,0.118,0.2913,0.762,0.4558,1.6271,0.2441,0.8307,0.9629,1.7936,0.9481,0.528,0.0,0.2886,0.4712,0.9434,2.2312,0.4746,7.7357,0.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,263.0,123.0,14.0,5.5,1706.0
341,-85.264148,35.038288,4,0,3231.0,457.0,1651.0,59.0,1345.0,114.0,1011.0,347.0,202.0,114.0,17764.0,2698.0,390.0,145.0,742.0,140.0,754.0,224.0,532.0,122.0,253.0,97.0,2785.0,473.0,0.0,48.0,286.0,89.0,0.0,12.0,14.0,17.0,346.0,106.0,294.0,74.0,33.9,10.5,14.7,7.5,17764.0,2698.0,18.7,6.4,23.0,5.1,23.3,6.1,17.8,4.1,18.8,7.0,86.2,8.1,0.0,1.7,17.3,5.4,0.0,2.1,1.0,1.3,25.7,7.6,9.1,1.9,0.8977,0.9425,0.865,0.7363,3.4415,0.9206,0.8921,0.6251,0.6004,0.9171,3.0347,0.9817,0.9211,0.0,0.9211,0.4801,0.8584,0.0,0.4073,0.9647,0.938,3.1684,0.8353,10.5657,0.9457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,355.0,156.0,11.9,4.9,7780.0
