STN_NUMBER,LONGITUDE,LATITUDE,POV_percentile,UNEMP_percentile,PCI_percentile,NOHSDP_percentile,AGE65_percentile,AGE17_percentile,DISABL_percentile,SNGPNT_percentile,MINRTY_percentile,LIMENG_percentile,MUNIT_percentile,MOBILE_percentile,CROWD_percentile,NOVEH_percentile,GROUPQ_percentile,POV_0.9,UNEMP_0.9,PCI_0.9,NOHSDP_0.9,AGE65_0.9,AGE17_0.9,DISABL_0.9,SNGPNT_0.9,MINRTY_0.9,LIMENG_0.9,MUNIT_0.9,MOBILE_0.9,CROWD_0.9,NOVEH_0.9,GROUPQ_0.9,POV_0.8,UNEMP_0.8,PCI_0.8,NOHSDP_0.8,AGE65_0.8,AGE17_0.8,DISABL_0.8,SNGPNT_0.8,MINRTY_0.8,LIMENG_0.8,MUNIT_0.8,MOBILE_0.8,CROWD_0.8,NOVEH_0.8,GROUPQ_0.8,POV_0.7,UNEMP_0.7,PCI_0.7,NOHSDP_0.7,AGE65_0.7,AGE17_0.7,DISABL_0.7,SNGPNT_0.7,MINRTY_0.7,LIMENG_0.7,MUNIT_0.7,MOBILE_0.7,CROWD_0.7,NOVEH_0.7,GROUPQ_0.7,POV_0.6,UNEMP_0.6,PCI_0.6,NOHSDP_0.6,AGE65_0.6,AGE17_0.6,DISABL_0.6,SNGPNT_0.6,MINRTY_0.6,LIMENG_0.6,MUNIT_0.6,MOBILE_0.6,CROWD_0.6,NOVEH_0.6,GROUPQ_0.6,POV_quartile,UNEMP_quartile,PCI_quartile,NOHSDP_quartile,AGE65_quartile,AGE17_quartile,DISABL_quartile,SNGPNT_quartile,MINRTY_quartile,LIMENG_quartile,MUNIT_quartile,MOBILE_quartile,CROWD_quartile,NOVEH_quartile,GROUPQ_quartile
124,-85.3095,35.047583,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
125,-85.311911,35.036308,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
126,-85.30791,35.040233,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
128,-85.303652,35.03477,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
129,-85.304154,35.033067,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
130,-85.323228,35.01579,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
131,-85.272082,35.023181,0.9675,0.8959,0.8791,0.851,0.0904,0.8449,0.5213,0.4835,0.8827,0.9454,0.3479,0.0,0.884,0.8942,0.7438,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,3,3,3,3,0,3,2,1,3,3,1,0,3,3,2
132,-85.271955,35.018489,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
133,-85.23457,34.995211,0.8598,0.313,0.5807,0.6844,0.4134,0.6379,0.4476,0.29,0.7006,0.7606,0.8307,0.0,0.9056,0.7227,0.7862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,3,1,2,2,1,2,1,1,2,3,3,0,3,2,3
134,-85.238727,35.017892,0.315,0.313,0.2134,0.2198,0.53,0.2468,0.4314,0.3702,0.6797,0.6278,0.5185,0.0,0.0,0.8047,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,2,2,2,0,0,3,2
135,-85.26568,35.041519,0.8977,0.9425,0.865,0.7363,0.8921,0.6251,0.6004,0.9171,0.9211,0.0,0.8584,0.0,0.4073,0.9647,0.938,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,3,3,3,2,3,2,2,3,3,0,3,0,1,3,3
136,-85.257814,35.058087,0.8076,0.9696,0.9548,0.998,0.7687,0.0276,0.9723,0.205,0.9447,0.5185,0.6784,0.4289,0.0,0.9736,0.7188,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,3,3,3,3,3,0,3,0,3,2,2,1,0,3,2
137,-85.303044,35.041554,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
138,-85.300755,35.042958,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
139,-85.29143,35.040919,0.857,0.7586,0.6192,0.3675,0.2846,0.0492,0.192,0.7134,0.8564,0.5941,0.6244,0.3537,0.2886,0.9437,0.8618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,3,3,2,1,1,0,0,2,3,2,2,1,1,3,3
140,-85.29316,35.037862,0.5684,0.2197,0.7515,0.5442,0.118,0.2913,0.762,0.4558,0.8307,0.9629,0.528,0.0,0.2886,0.4712,0.9434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,3,2,0,1,3,1,3,3,2,0,1,1,3
141,-85.295137,35.034215,0.5684,0.2197,0.7515,0.5442,0.118,0.2913,0.762,0.4558,0.8307,0.9629,0.528,0.0,0.2886,0.4712,0.9434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,3,2,0,1,3,1,3,3,2,0,1,1,3
142,-85.298206,35.04462,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
143,-85.315595,35.055496,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
145,-85.268899,35.111698,0.206,0.6714,0.26,0.2198,0.53,0.2738,0.2975,0.6682,0.5907,0.0,0.6487,0.4112,0.4511,0.7173,0.6844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,2,1,1,2,2,0,2,1,1,2,2
146,-85.319736,35.069728,0.4051,0.4111,0.1161,0.1322,0.3621,0.0243,0.0717,0.12,0.2913,0.646,0.9535,0.3469,0.2387,0.038,0.9117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,3
148,-85.310368,35.045327,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
149,-85.262372,35.034465,0.8977,0.9425,0.865,0.7363,0.8921,0.6251,0.6004,0.9171,0.9211,0.0,0.8584,0.0,0.4073,0.9647,0.938,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,3,3,3,2,3,2,2,3,3,0,3,0,1,3,3
150,-85.251013,35.061906,0.8076,0.9696,0.9548,0.998,0.7687,0.0276,0.9723,0.205,0.9447,0.5185,0.6784,0.4289,0.0,0.9736,0.7188,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,3,3,3,3,3,0,3,0,3,2,2,1,0,3,2
151,-85.333049,35.002227,0.3211,0.2698,0.3417,0.4046,0.5374,0.0924,0.2975,0.0438,0.6986,0.0,0.4956,0.0,0.0,0.3125,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,0,1,0,0,1,2
152,-85.323662,35.008179,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
153,-85.317669,35.008731,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
154,-85.303977,35.026169,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
155,-85.312549,35.052195,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
156,-85.307358,35.052297,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
157,-85.308381,35.034084,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
158,-85.203808,35.083508,0.2256,0.5355,0.5665,0.1875,0.6743,0.1591,0.2535,0.3082,0.8874,0.0,0.6925,0.2879,0.2239,0.4203,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,0,2,0,1,1,3,0,2,1,0,1,2
159,-85.219722,35.007899,0.502,0.4388,0.8015,0.4801,0.1888,0.8307,0.5112,0.5327,0.8395,0.9056,0.8247,0.0,0.8375,0.5058,0.6669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,2,1,3,1,0,3,2,2,3,3,3,0,3,2,2
160,-85.209914,34.999416,0.8598,0.313,0.5807,0.6844,0.4134,0.6379,0.4476,0.29,0.7006,0.7606,0.8307,0.0,0.9056,0.7227,0.7862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,3,1,2,2,1,2,1,1,2,3,3,0,3,2,3
161,-85.249976,35.013231,0.4553,0.3509,0.5179,0.561,0.6318,0.793,0.336,0.497,0.6804,0.857,0.8078,0.2331,0.7815,0.3736,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,3,1,1,2,3,3,0,3,1,2
162,-85.233459,35.0071,0.315,0.313,0.2134,0.2198,0.53,0.2468,0.4314,0.3702,0.6797,0.6278,0.5185,0.0,0.0,0.8047,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,2,2,2,0,0,3,2
163,-85.20075,35.007908,0.3808,0.3597,0.4564,0.2165,0.2562,0.7417,0.1907,0.8955,0.6669,0.0,0.8132,0.0,0.2131,0.6149,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,0,3,2,0,3,0,0,2,2
164,-85.175886,35.02119,0.1192,0.3915,0.2856,0.2819,0.5071,0.2738,0.2468,0.12,0.6541,0.8503,0.8699,0.2683,0.4862,0.1607,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,1,0,0,2,3,3,1,1,0,0
165,-85.193172,35.074104,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
166,-85.14924,35.048082,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
167,-85.247191,35.174409,0.1037,0.0385,0.1891,0.1989,0.9171,0.3581,0.7275,0.3931,0.4579,0.4774,0.7674,0.3774,0.4073,0.6861,0.7862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2,1,1,1,3,1,1,2,3
169,-85.135919,35.24988,0.0901,0.7437,0.1506,0.4187,0.7964,0.1666,0.4151,0.205,0.3028,0.4255,0.0,0.6958,0.0,0.1478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,1,0,1,1,0,2,0,0,0
170,-85.187242,35.216812,0.1165,0.3915,0.3498,0.3533,0.5786,0.6669,0.2975,0.4633,0.1625,0.0,0.3965,0.4289,0.2131,0.5268,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,0,1,1,0,2,0
172,-85.201424,34.986052,0.3808,0.3597,0.4564,0.2165,0.2562,0.7417,0.1907,0.8955,0.6669,0.0,0.8132,0.0,0.2131,0.6149,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,0,3,2,0,3,0,0,2,2
173,-85.196639,35.069186,0.7453,0.0852,0.7259,0.4531,0.8119,0.6163,0.9473,0.8004,0.9272,0.4774,0.4167,0.2514,0.3304,0.802,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,2,1,3,2,3,3,3,1,1,1,1,3,0
174,-85.18366,35.03562,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
175,-85.23494,35.095656,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
176,-85.193018,35.06025,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
177,-85.188389,35.048097,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
178,-85.359002,35.021214,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
179,-85.180477,35.030028,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
180,-85.319097,35.072372,0.4051,0.4111,0.1161,0.1322,0.3621,0.0243,0.0717,0.12,0.2913,0.646,0.9535,0.3469,0.2387,0.038,0.9117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,3
181,-85.322609,35.081324,0.4051,0.4111,0.1161,0.1322,0.3621,0.0243,0.0717,0.12,0.2913,0.646,0.9535,0.3469,0.2387,0.038,0.9117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,3
182,-85.323697,35.026408,0.9966,0.9919,0.9838,0.9845,0.3763,0.9393,0.9628,0.9299,0.9278,0.4774,0.9872,0.0,0.0,0.9993,0.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,3,3,3,3,1,3,3,3,3,1,3,0,0,3,0
183,-85.378595,35.023554,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
